hotel_name,name,rating,review
PO HOtel Semarang,Agus Rivai,4.0,"Its nice hotel with strategic locations.. Have same building with mall its nice and cozy.. .. Service was good, park area was great.. Room is quite ok..Food standard, swimming pool at level 7th is just perfect with view..Rooms: 4/5 | Service: 4/5 | Location: 5/5 …More"
PO HOtel Semarang,Cat tseng,3.0,"Old hotel badly maintained. Pictures on the web do not serve as accurate depictions. Upon arriving on our floor the 10th floor, when the lift doors open the first thing we note is the condition of the ceiling right smack in our face. The ceiling had dark brown mould on it and parts of the ceiling had broke also. The carpet had an old moudly stench. Lift to rooms has room key scanner but not in use so anyone can come up to the rooms even non hotel guests. Why would they install a card scanner if it wasn't being used? Carpet in the corridor and rooms look worn out. Edges of bathtub have rusty edges. Tap at the sink is tough to even turn on the water. Stains on bedsheets,sofa and carpet. Bathmat, towels, face towels are actually tattered at the edges. How can the hotel still use the ammenities? No hand towels were available also. Towels look worn and greyish white. They had stains on them. Hotel did not provide glasses or cups at the bathroom for brushing teeth. Room seems to be dusty as my son's allergy acted up. Water pressure's strong except it was so hard to work the tap at the sink. Shower in the bathroom is bad. Water trickles not shower. Hot water was minimal. Yellow mould was all over the sides of the edges. Rusty cracked parts of the hand shower area had sharp parts. Very dangerous for children. Such a pity this hotel is poorly maintained. Service standarda also fall far from 5 star standards. During breakfast time we witnessed the staff clearing up the breakfast buffet at 10 and none were wearing gloves. It seems all very unhygenic. Breakfast closes at 10 and we were the laat guests for breakfast. Every staff were busy clearing up the foods. So we have to be quick to get whatever breakfast we could. Ordering from the staff for even coffee was greeted by, "" this is the last one ya Ibu this is already 10am"". If only they could keep up the hotel's so called 4 or 5star standards this hotel could be a really good stay considering the location right next to the mall. Just one stay here is enough. Totally not worth the money paid for. We didn't bother to complain to the hotel too even though we are due to check out tomorrow considering all the complaints I've read online. It seems the hotel just apologizes but does not take action. Some past complaints were months ago. Please work very much harder to make the hotel a more welcoming place for guests. I wouldn't think we will be back again. Please be warned if you decide to stay in this hotel."
PO HOtel Semarang,Raymond Tandika,1.0,The Air conditioning was not cold at all. We are literally sweating all night long. We set the temperature to the coldest one but nothing happened. Still hotRooms: 1/5 | Service: 1/5 | Location: 1/5 …More
PO HOtel Semarang,A.M S,1.0,"It's my first and will be my last stay in this hotel.The towels, bedsheets are filthy, smelly as if they're unwashed.The wifi kept dropping offline.It's a fake 5 star rating..Rooms: 2/5 | Service: 2/5 | Location: 5/5 …More"
PO HOtel Semarang,Rikza GameFreaks,3.0,"Service was great, food are okay 👍. But the furniture and facilities starting to get old for a 5 star hotel, definitely need an upgrade. Overall good experienceRooms: 3/5 | Service: 5/5 | Location: 5/5 …More"
PO HOtel Semarang,Raymond Valiant Ruritan,4.0,My stay went well. I enjoyed the acces and service of the hotel. This hotel is just atop the Paragon mall. The ambience and environment is also nice. I enjoyed my stay albeit it was short. The staff was helpful and the service is acceptable. One area of improvement is the buffet breakfast. I kindly suggest to put more attention at the CoVid-19 protocol implementation. Service staff must use handgloves and masks all the time. Visitors are required to obey the rules within the restaurant.
PO HOtel Semarang,Manoj Bhat,4.0,The hotel is a very nice place to stay in Semarang but the parking is really a problem for those who drive in. One of the worst driving lanes for parking I have seen in my life. In fact the wall and divider is so full of paint from bruises that cars before mine seem to have created a crazy graffiti that you will find hard to avoid contributing to.. A sad situation to have for a property so prime..
PO HOtel Semarang,ony,5.0,"We spend two nights in executive suite room (1006) PO hotel. Very nice experience, large room and large bath room with complete amanities. Varied food menu for breakfast. Very good.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
PO HOtel Semarang,Agus Hadijanto,5.0,"No more argument and doubt, the best hotel in the heart of the city of Semarang, right in the busiest locatikns and areasRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
PO HOtel Semarang,L Sam,5.0,"This hotel has changed management several times. This time is PO Hotel. What I like is its strategic location, next to the Paragon Mall. My stay was a business travel during the month of Ramadhan. The restaurant was crowded. It offered various dishes for Iftar (dinner) and way fewer dishes for sahur. The food quality was so so, but the lamb was the favourite among the guests."
PO HOtel Semarang,Abdullah Saif,2.0,"Couldve been better. We were arrived at 4pm just to found out that 2 out of 3 rooms werent ready yet. Room was old, poor maintenance, stains all over carpets, sofa, mold on the corner. Bathroom design is wrong in so many level IMO, poor design, poor execution Carpets in all floor and room (10th floor) with stains all over, and not really recommended if you have asthma or allergy. Not sure if it is because of pandemic thingy, but this hotel needs a lot of improvement to do. Such a waste of money"
PO HOtel Semarang,Miko Bayuaji,1.0,"I'm staying today (april 22nd 2022) in this hotel and planned to check out on monday april 25th 2022 but i will just check out tomorrow due to some problem with my room. My room number is 1009. I have a local rain in my room. It's such a special bonus from tropical country's hotel, which is quite famous for its heavy rain weather. They said that my room has some leakage problem with the ac and they just act like it is a regular problem. This ridiculous thing supposed to be not happened in hotel that claim has 5 star. No body apologize as it is just regular problem. They just give a cold call and weird unsincere sorry from phone after i get angry to their engineer. Even they dont pay attention to my gender call after so many times i explain them to call me mr rather than mrs / madam. The worse thing is they even dont have in room dining service after 9.30 PM. This hotel is located in central java's capital city but i really feel that i stay in a secluded village with its natural rain. Their towels are even worse. It looks like a mop rather than bath towel. To make it short, dont waste your money to stay in the hotel. You can find better hotels in semarang and cheaper. Luckily my office paid for this room. I even feel pity that my office need to pay for this stupid room."
PO HOtel Semarang,Eric Wijanta,3.0,Rooms are quite nice and neat...but the biggest let down was that the AC wasn't cold. It stayed around room temperature at approx. 26-27' C eventhough the settings were set to lowest...Rooms: 3/5 | Service: 4/5 | Location: 5/5 …More
PO HOtel Semarang,Demina Sitepu,5.0,"The room is spacious. Try the gym but no one can assist with the equipment. The location is good, next to Mall ParagonRooms: 5/5 | Service: 4/5 | Location: 5/5 …More"
PO HOtel Semarang,Henk Sentoz,2.0,"Already paid for the breakfast for three nights staying. However, every morning the restaurant staff ( for breakfast ) always tells us that our room does not include breakfast. This PO Hotel really needs improvement in serviceRooms: 5/5 | Service: 2/5 | Location: 5/5 …More"
PO HOtel Semarang,Angela Liu,1.0,"Dirty, not clean, old, linen is broken, can not even cover the mattress, service is bad, should be minus 5 star. I do not understand why it is 4 star hotel"
PO HOtel Semarang,Sambang P.,5.0,"This is great beautiful Hotel at Central Semarang, Nice Clean with MallRooms: 5/5 | Service: 5/5 | Location: 5/5Hotel highlights Luxury, Great view …More"
PO HOtel Semarang,Antonius Jonathan,4.0,"The staff is pleasant Food is good But the room is not as clean as it used to be The bed and sleeping stuff are not fresh anymore, already yellowing"
PO HOtel Semarang,Wiba Sampoerno,5.0,"Another 5 star hotel, premium place, expensive marble, Large room. Semi indoor pool area. Connected with biggest mall in semarangRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
PO HOtel Semarang,viet ung,4.0,Everything is fineFoods is not really specialPrice is high but super convenient cause it’s above the mall
PO HOtel Semarang,Yuwanda Anugrah,1.0,"Try to call 4 different number customer service but no answer and when arrive there is no more extra bed cause they not got information about that. How i can tell if they not response the phone, trust me i call that 4 number many times."
PO HOtel Semarang,Suyandi Liyis,3.0,Parking is the main problem. I can't park here during weekend. Gridlock. Outdoor parking located beside the mall also full. The other place to park your car is amaris hotel. Walking about 5-10 minutes.
PO HOtel Semarang,lidia hayaty,5.0,"Always happy to stay here for vacation or work, you all must be here when you come at Semarang, everything was great."
PO HOtel Semarang,Hery Gunawan,5.0,"I love my stay here, great breakfast, and clean roomRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
